name,link,course,courseLink,description
Resolução de equações do segundo grau,/math/pt-mat-prep-em-todo-conteudo/xc940e6c2768299b1:resolucao-de-equacoes-do-segundo-grau,Prepare-se para o Ensino Médio,https://pt.khanacademy.org/math/pt-mat-prep-em-todo-conteudo,Aprenda diferenças formas de resolver equações do segundo grau.
Geometria,/math/pt-mat-prep-em-todo-conteudo/xc940e6c2768299b1:geometria,Prepare-se para o Ensino Médio,https://pt.khanacademy.org/math/pt-mat-prep-em-todo-conteudo,"Nessa unidade você irá estudar conteúdos sobres retas, semelhança de triângulos, razões trigonométricas e o Teorema de Pitágoras."
Probabilidade e estatística,/math/pt-mat-prep-em-todo-conteudo/xc940e6c2768299b1:probabilidade-e-estatistica,Prepare-se para o Ensino Médio,https://pt.khanacademy.org/math/pt-mat-prep-em-todo-conteudo,"Estude probabilidade básica, regra da multiplicação para eventos, gráficos e tabelas."
Prepare-se para o 6º ano (parte 1),/math/pt-mat-prep-6-ano-1,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 6º ano (parte 2),/math/pt-mat-prep-6-ano-2,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 6º ano (parte 3),/math/pt-mat-prep-6-ano-3,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 6º ano (parte 4),/math/pt-mat-prep-6-ano-4,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 7º ano (parte 1),/math/pt-mat-prep-7-ano-1,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 7º ano (parte 2),/math/pt-mat-prep-7-ano-2,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 7º ano (parte 3),/math/pt-mat-prep-7-ano-3,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 7º ano (parte 4),/math/pt-mat-prep-7-ano-4,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 8º ano (parte 1),/math/pt-mat-prep-8-ano-1,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 8º ano (parte 2),/math/pt-mat-prep-8-ano-2,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 8º ano (parte 3),/math/pt-mat-prep-8-ano-3,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 8º ano (parte 4),/math/pt-mat-prep-8-ano-4,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 9º ano (parte 1),/math/pt-mat-prep-9-ano-1,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 9º ano (parte 2),/math/pt-mat-prep-9-ano-2,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Prepare-se para o 9º ano (parte 3),/math/pt-mat-prep-9-ano-3,Cursos preparatórios EF2,https://pt.khanacademy.org/math/cursos-preparatorios-ef2,
Soma e subtração de números naturais,/math/pt-mat-prep-6-ano-1/x908b6fdb043c9ae9:soma-e-subtracao-naturais,Prepare-se para o 6º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-1,Aprenda a somar e subtrair números naturais
Números decimais,/math/pt-mat-prep-6-ano-1/x908b6fdb043c9ae9:numeros-decimais,Prepare-se para o 6º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-1,"Introdução aos números naturais, reta numérica e comparação de decimais"
Soma e subtração de números decimais,/math/pt-mat-prep-6-ano-1/x908b6fdb043c9ae9:soma-e-subtracao-decimais,Prepare-se para o 6º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-1,Aprenda a somar e subtrair números decimais
Multiplicação,/math/pt-mat-prep-6-ano-2/x0669e7ae07815d91:multiplicacao,Prepare-se para o 6º ano (parte 2),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-2,"Aprenda a multiplicação por múltiplos, multiplicação com vários algarismos e comparação com multiplicação."
Divisão,/math/pt-mat-prep-6-ano-2/x0669e7ae07815d91:divisao,Prepare-se para o 6º ano (parte 2),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-2,Aprenda sobre divisão de números naturais
Relação de igualdade entre dois membros,/math/pt-mat-prep-6-ano-2/x0669e7ae07815d91:relacao-de-igualdade-entre-dois-membros,Prepare-se para o 6º ano (parte 2),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-2,Aprenda sobre a relação de igualdade entre dois membros.
Introdução a frações ,/math/pt-mat-prep-6-ano-3/x72cc01d2ac63f6be:introducao-a-fracoes,Prepare-se para o 6º ano (parte 3),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-3,Aprenda o significado de frações e frações na reta.
Frações equivalentes e comparação entre frações ,/math/pt-mat-prep-6-ano-3/x72cc01d2ac63f6be:fracoes-equivalentes-e-comparacao,Prepare-se para o 6º ano (parte 3),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-3,Aprenda o que são frações equivalentes e a localização na reta numérica.
Frações e decimais,/math/pt-mat-prep-6-ano-3/x72cc01d2ac63f6be:fracoes-e-decimais,Prepare-se para o 6º ano (parte 3),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-3,Aprenda a relação entre frações e números decimais.
Formas geométricas e área da superfície,/math/pt-mat-prep-6-ano-4/x317c32b4f45ec33d:formas-geometricas-e-area-da-superficie,Prepare-se para o 6º ano (parte 4),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-4,Conheças as formas geométricas e aprenda como determinar área de superfícies.
Ângulos e triângulos,/math/pt-mat-prep-6-ano-4/x317c32b4f45ec33d:angulos-e-triangulos,Prepare-se para o 6º ano (parte 4),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-4,Conheça os tipos de ângulos e a classificar triângulos.
Grandezas e medidas,/math/pt-mat-prep-6-ano-4/x317c32b4f45ec33d:grandezas-e-medidas,Prepare-se para o 6º ano (parte 4),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-4,Conheça as principais grandezas e medidas.
Eventos aleatórios e gráficos,/math/pt-mat-prep-6-ano-4/x317c32b4f45ec33d:eventos-aleatorios-e-graficos,Prepare-se para o 6º ano (parte 4),https://pt.khanacademy.org/math/pt-mat-prep-6-ano-4,Aprenda o que são eventos aleatórios e alguns tipos de gráficos.
Os números,/math/pt-mat-prep-7-ano-1/x215e567a91e5a892:os-numeros,Prepare-se para o 7º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-1,Conheça o sistema de numeração Romano e entenda mais sobre o sistema de numeração decimal.
Adição e subtração com números naturais,/math/pt-mat-prep-7-ano-1/x215e567a91e5a892:adicao-e-subtracao-com-numeros-naturais,Prepare-se para o 7º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-1,Estude soma e subtração com números naturais. 
Multiplicação e divisão com números naturais,/math/pt-mat-prep-7-ano-1/x215e567a91e5a892:multiplicacao-e-divisao-com-numeros-naturais,Prepare-se para o 7º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-1,Estude multiplicação e divisão com números naturais. 
Potenciação e expressões numéricas,/math/pt-mat-prep-7-ano-1/x215e567a91e5a892:potenciacao-e-expressoes-numericas,Prepare-se para o 7º ano (parte 1),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-1,Entenda o que é uma potência e como escrever expressões numéricas.
Sistema de numeração decimal,/math/pt-mat-prep-7-ano-2/x0da9f14e2ff2ae9c:sistema-de-numeracao-decimal,Prepare-se para o 7º ano (parte 2),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-2,"Conheça o sistema decimal de numeração, aprenda a arredondar e comparar números decimais."
Soma e subtração de números decimais,/math/pt-mat-prep-7-ano-2/x0da9f14e2ff2ae9c:soma-e-subtracao-de-numeros-decimais,Prepare-se para o 7º ano (parte 2),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-2,Aprenda a somar e subtrair números decimais.
Multiplicação e divisão de números decimais,/math/pt-mat-prep-7-ano-2/x0da9f14e2ff2ae9c:multiplicacao-e-divisao-de-numeros-decimais,Prepare-se para o 7º ano (parte 2),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-2,Aprenda a multiplicar e dividir números decimais.
Frações equivalentes e comparação de frações,/math/pt-mat-prep-7-ano-3/xc25b5ccc9be38e02:fracoes-equivalentes-e-comparacao,Prepare-se para o 7º ano (parte 3),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-3,Entenda o que são frações equivalentes e como comparar frações com denominadores diferentes.
Números mistos,/math/pt-mat-prep-7-ano-3/xc25b5ccc9be38e02:numeros-mistos,Prepare-se para o 7º ano (parte 3),https://pt.khanacademy.org/math/pt-mat-prep-7-ano-3,Conheça os números mistos e resolva exercícios de soma e sutração de números mistos.
